fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20220929 062641	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	94	TRUE	113111	0.0329376028326544	0.367119314874404	599	185	10042	26400000	279
20220929 062732	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	113	TRUE	113111	0.040421982169292	0.296422007996243	1702	303	9049	26710000	280
20220929 063020	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	515	TRUE	113111	0.00947566437273632	0.301956784129679	672	17	9271	27220000	281
20220929 063504	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	658	TRUE	113111	0.00505113691676345	0.238181491492991	192	28	8869	26910000	282
20220929 064413	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1193	TRUE	113111	0.00625195696880826	0.454031142357256	437	336	9251	26780000	283
20220929 065006	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	719	TRUE	113111	0.00594662104941576	0.376912222869594	1004	157	7951	26740000	284
20220929 065233	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	113111	0.0164564305399333	0.383705544803663	593	398	9077	27050000	285
20220929 070037	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	487	TRUE	113111	0.00500307659609548	0.555103296610244	106	107	8650	26540000	286
20220929 070708	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	838	TRUE	113111	0.00503614826941038	0.265599241110192	898	260	8464	26680000	287
20220929 071015	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	282	TRUE	113111	0.0104622159021542	0.307945552725607	587	154	9071	26580000	288
20220929 071606	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	706	TRUE	113111	0.00500870266825858	0.247668265950185	981	248	9570	26540000	289
20220929 071717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	113111	0.0348721828274204	0.398271303527724	549	170	8913	27220000	290
20220929 071832	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	113111	0.0347395118424078	0.37707464740948	187	169	8567	26870000	291
20220929 071957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	224	TRUE	113111	0.0342397723294953	0.417902061666119	244	123	9216	26530000	292
20220929 072444	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	434	TRUE	113111	0.00635413780589616	0.598187825521824	291	108	8098	26210000	293
20220929 073528	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2414	TRUE	113111	0.0050638663449673	0.571303844257084	235	106	10116	26090000	294
20220929 073700	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	401	TRUE	113111	0.0349773604198839	0.40058840400549	4019	194	9057	26210000	295
20220929 074033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	597	TRUE	113111	0.00711273084226718	0.394186301522033	201	16	8713	26980000	296
20220929 074831	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1169	TRUE	113111	0.00506798822403073	0.463334923859766	218	116	7862	26520000	297
20220929 075533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	447	TRUE	113111	0.00510571704093719	0.499725686636766	304	158	8972	26620000	298
20220929 075744	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	290	TRUE	113111	0.0149352136653381	0.368987815952278	1812	450	9324	26640000	299
20220929 075849	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	113111	0.03301256801811	0.341287736721631	1446	480	9835	26890000	300
20220929 081157	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2043	TRUE	113111	0.0050165531153431	0.574452031509394	218	230	8242	26640000	301
20220929 081414	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	232	TRUE	113111	0.0152452997075904	0.230450088228102	199	164	9164	25920000	302
20220929 081942	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	809	TRUE	113111	0.00715984906462269	0.41651355549392	190	114	7611	26620000	303
20220929 082100	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	283	TRUE	113111	0.0331533603150107	0.392840449878686	219	48	9131	26860000	304
20220929 082200	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	78	TRUE	113111	0.0386381426486879	0.370299428546874	582	396	9301	26920000	305
20220929 082305	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	139	TRUE	113111	0.042599628543866	0.376608139624907	584	155	9124	26960000	306
20220929 082411	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	180	TRUE	113111	0.0434502985367375	0.300598309744157	1168	160	9230	26660000	307
20220929 082617	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	TRUE	113111	0.0207139679859638	0.398331537390577	672	135	9537	27250000	308
20220929 082831	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	265	TRUE	113111	0.0157189132917423	0.399737177066389	1112	117	9937	26290000	309
20220929 083038	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	113111	0.0212638494170447	0.363457269578095	727	132	9396	26730000	310
20220929 083211	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	194	TRUE	113111	0.0203908120283686	0.404198784442006	1882	64	9517	26570000	311
20220929 083424	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	113111	0.0193622588093713	0.394339556147226	143	178	9297	26690000	312
20220929 083607	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	152	TRUE	113111	0.022473367122254	0.411970344760383	389	144	9742	26520000	313
20220929 083839	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	347	TRUE	113111	0.0176797676406099	0.366045488353461	647	343	9415	26930000	314
20220929 083925	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	113111	0.0479854088405017	0.359834520257262	1719	139	9946	26990000	315
20220929 084101	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	119	TRUE	113111	0.0214457841284101	0.397925874284725	674	133	8809	27350000	316
20220929 084225	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	199	TRUE	113111	0.0232093139557396	0.394142176897172	2333	137	8542	26200000	317
20220929 084745	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	592	TRUE	113111	0.00709502591443416	0.381423653129035	706	289	9788	26590000	318
20220929 085106	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	425	TRUE	113111	0.010192877523397	0.503483886649051	2391	347	9280	26560000	319
20220929 085245	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	199	TRUE	113111	0.0308226862492546	0.383026640869648	459	373	9569	26870000	320
20220929 085449	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	379	TRUE	113111	0.0181496756307305	0.384833113450245	1972	362	8786	27070000	321
20220929 085658	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	365	TRUE	113111	0.0154733031969642	0.375977834738902	2453	365	9163	26480000	322
20220929 085900	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	226	TRUE	113111	0.0185042137591828	0.390133052737987	811	448	8872	27060000	323
20220929 090024	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	261	TRUE	113111	0.0401414806080906	0.403100645442074	1044	404	9223	26520000	324
20220929 090058	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	121	TRUE	113111	0.060694687825354	0.835226669413596	2974	677	14671	23060000	325
20220929 090147	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	113111	0.0394122392374513	0.335896597470332	1366	386	9438	26650000	326
20220929 090308	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	113111	0.0252859578284993	0.29093456199191	955	234	9188	27070000	327
20220929 090408	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	125	TRUE	113111	0.0360829654473784	0.390786251293868	1820	387	8481	27200000	328
20220929 090546	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	181	TRUE	113111	0.0209672758278419	0.397109483573439	1347	408	8436	26730000	329
20220929 090630	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	63	TRUE	113111	0.043174114944993	0.391503985660763	1628	454	8776	26770000	330
20220929 091553	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	3334	TRUE	113111	0.00569732273187783	0.314245943073288	4985	17	8846	26470000	331
20220929 091746	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	519	TRUE	113111	0.0204605158186724	0.274889628701683	658	18	9178	27010000	332
20220929 091853	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	113111	0.034266382055924	0.284318037006242	169	214	9279	25370000	333
20220929 092035	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	113111	0.0270453001326561	0.398652663456386	161	249	8702	26280000	334
20220929 092345	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	442	TRUE	113111	0.0119260695287636	0.293025556639599	818	186	9179	26610000	335
20220929 092452	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	136	TRUE	113111	0.0304588326153045	0.294841477628061	1373	198	8710	26660000	336
20220929 092608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	113111	0.0270876784158511	0.294117035424808	1530	242	9845	26230000	337
20220929 092757	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	199	TRUE	113111	0.0380042673821827	0.340817473144283	107	382	9232	26500000	338
20220929 092854	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	113111	0.0394146366125985	0.340332496034933	629	364	10003	26720000	339
20220929 092952	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	132	TRUE	113111	0.0417461322743175	0.39808899624151	109	104	8957	26330000	340
20220929 093139	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	TRUE	113111	0.0178202280790077	0.318804381716547	2592	74	8679	26330000	341
20220929 093301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	113111	0.0368998841421944	0.366042908423263	704	423	9795	26570000	342
20220929 093406	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	59	TRUE	113111	0.0337317338724098	0.390438883273567	572	382	9050	27180000	343
20220929 093529	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	156	TRUE	113111	0.0267471444410673	0.387093931031789	1073	413	8339	26850000	344
20220929 093717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	402	TRUE	113111	0.0272549360952897	0.330627345162338	1588	371	10538	26450000	345
20220929 093816	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	101	TRUE	113111	0.0499004589879365	0.369432316784058	479	164	9239	26410000	346
20220929 093935	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	113111	0.0206151425190993	0.397929818870956	1186	17	9029	26830000	347
20220929 094055	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	214	TRUE	113111	0.0346698938798933	0.347919202273218	933	438	9666	26350000	348
20220929 094239	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	284	TRUE	113111	0.0190556588722328	0.42393460656079	1148	38	9052	26620000	349
20220929 094900	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1178	TRUE	113111	0.00533374884782843	0.382508459849545	2042	34	8355	26730000	350
20220929 095819	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1675	TRUE	113111	0.005365474036933	0.44351812525217	416	112	8326	26950000	351
20220929 100202	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	736	TRUE	113111	0.0145029071490966	0.397906273895562	371	115	9047	27030000	352
20220929 100603	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	481	TRUE	113111	0.00634586626336421	0.444073091488232	186	22	8907	27070000	353
20220929 100834	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	387	TRUE	113111	0.0109811927984899	0.445989705456882	217	24	8165	26870000	354
20220929 101042	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	446	TRUE	113111	0.0123619571270647	0.273667324490219	328	16	9045	27270000	355
20220929 101232	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	343	TRUE	113111	0.0148543850734554	0.2858944589815	620	16	8901	27240000	356
20220929 101419	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	304	TRUE	113111	0.0158447901940383	0.282504957048009	2517	16	8402	26320000	357
20220929 101622	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	398	TRUE	113111	0.0151203309511689	0.305690428690516	2555	18	8938	26370000	358
20220929 101806	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	417	TRUE	113111	0.0313730666351208	0.338429884665179	1509	422	10461	26600000	359
20220929 101910	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	108	TRUE	113111	0.0345355499928934	0.364088986201488	1076	173	9170	26700000	360
20220929 102025	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	113111	0.0360693548930074	0.389918064241414	267	180	8844	26560000	361
20220929 102126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	132	TRUE	113111	0.0335173894721014	0.382239353464021	244	55	9334	27100000	362
20220929 102221	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	82	TRUE	113111	0.0351892243287253	0.373644159063326	788	57	9379	26770000	363
20220929 102332	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	138	TRUE	113111	0.0328143236900384	0.3798969590609	1041	152	9579	26850000	364
20220929 102447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	173	TRUE	113111	0.0451121205488136	0.350702229826447	117	176	8394	25540000	365
20220929 102555	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	198	TRUE	113111	0.0392184929808764	0.337518310710036	1370	359	10787	26350000	366
20220929 102648	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	116	TRUE	113111	0.0388517723920793	0.338013782386065	1924	179	9433	26660000	367
20220929 103006	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	393	TRUE	113111	0.0104869977942966	0.370732240399716	1186	176	8716	27050000	368
20220929 103212	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	230	TRUE	113111	0.019599927188416	0.350347923390482	664	174	9353	26820000	369
20220929 103309	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	146	TRUE	113111	0.0379069029580891	0.40499229844022	2271	420	8426	25710000	370
20220929 103702	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	466	TRUE	113111	0.00988742796043941	0.391239012346126	862	221	9334	26780000	371
20220929 103939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	421	TRUE	113111	0.0105371408847259	0.289098492908097	401	24	9238	27130000	372
20220929 104148	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	529	TRUE	113111	0.0144570059527699	0.279483530320573	37	16	9324	27120000	373
20220929 104336	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	283	TRUE	113111	0.0218998383310295	0.290851794658763	992	149	8966	26790000	374
20220929 104821	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	709	TRUE	113111	0.0139954309123073	0.405482526133214	247	286	8777	26290000	375
20220929 105016	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	163	TRUE	113111	0.0230667687895553	0.295380959496132	374	277	8757	26570000	376
20220929 105153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	113111	0.0204876738044599	0.388474143158249	1617	376	9358	26810000	377
20220929 105421	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	150	TRUE	113111	0.0171475588901099	0.389284911374199	402	246	9510	26740000	378
20220929 105740	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	484	TRUE	113111	0.00749659218392095	0.309856854079851	422	28	8860	26840000	379
20220929 105938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	327	TRUE	113111	0.0320264117652964	0.325794860672119	451	361	9518	26730000	380
20220929 110046	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	129	TRUE	113111	0.0328068173631693	0.38571742248606	1594	328	8544	26840000	381
20220929 110717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	538	TRUE	113111	0.00509246592095358	0.368892489340892	725	190	8567	26630000	382
20220929 110904	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	171	TRUE	113111	0.0205551266392844	0.4010989746729	532	130	9122	27120000	383
20220929 111242	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	594	TRUE	113111	0.0106061374857112	0.354114839710426	1141	132	8864	2.7e+07	384
20220929 111844	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1173	TRUE	113111	0.00523631442880759	0.207240584296751	1631	51	8695	26770000	385
20220929 112102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	241	TRUE	113111	0.0109892089346526	0.375374824194304	633	25	8615	27170000	386
20220929 112334	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	372	TRUE	113111	0.0109601624568991	0.359173051914501	461	27	9001	26800000	387
20220929 112620	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	236	TRUE	113111	0.0134003352320483	0.376108051431021	707	130	8403	26720000	388
20220929 112729	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	113111	0.0351814147911125	0.389437028630981	1148	454	8744	26840000	389
20220929 113352	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	881	TRUE	113111	0.0051221505156528	0.461536698493318	2788	350	9166	26550000	390
20220929 113917	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	790	TRUE	113111	0.00741971152783498	0.48171297611923	1512	104	8730	26700000	391
20220929 114019	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	165	TRUE	113111	0.0369294747871692	0.327785269483888	1546	356	10203	26560000	392
20220929 114626	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	936	TRUE	113111	0.0101582586644627	0.354286723787405	352	268	8780	26600000	393
20220929 114847	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	286	TRUE	113111	0.0151067885637642	0.391139393013428	1590	376	8489	26310000	394
20220929 115054	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	113111	0.0196024913538705	0.38023103886277	489	422	8627	27150000	395
20220929 115150	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	124	TRUE	113111	0.040878758033005	0.294672617076198	1141	194	8429	26670000	396
20220929 115338	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	312	TRUE	113111	0.0141054144245899	0.243908944622248	402	19	8832	26900000	397
20220929 115612	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	359	TRUE	113111	0.00936130129462442	0.316791723320045	551	17	9684	26960000	398
20220929 115747	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	331	TRUE	113111	0.0184435400698433	0.286895795419169	36	19	9176	26850000	399
20220929 115939	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	314	TRUE	113111	0.019237970568259	0.384360309527994	3877	437	8804	26320000	400
20220929 120224	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	370	TRUE	113111	0.0213306415264837	0.380718953650989	429	339	8664	27080000	401
20220929 120351	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	204	TRUE	113111	0.0252010802317701	0.30468555853722	1311	194	9053	27180000	402
20220929 120507	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	202	TRUE	113111	0.0251617735603059	0.295539937724631	2977	203	8833	26340000	403
20220929 120708	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	319	TRUE	113111	0.027843817335272	0.313086682337607	238	220	9091	26780000	404
20220929 120827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	126	TRUE	113111	0.0261898551342413	0.3029627532722	619	119	9250	26460000	405
20220929 121018	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	187	TRUE	113111	0.0219940964721029	0.307030882676758	669	219	9393	26740000	406
20220929 121118	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	113111	0.0379433301161125	0.31255189940978	1251	362	9336	26850000	407
20220929 121253	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	188	TRUE	113111	0.0263063324144777	0.30455627669977	656	362	9057	26930000	408
20220929 121407	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	92	TRUE	113111	0.0280942136111219	0.341994642531438	789	181	8988	26830000	409
20220929 121522	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	170	TRUE	113111	0.0269044759217792	0.327263393393155	1579	446	9369	26710000	410
20220929 121647	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	143	TRUE	113111	0.0255655581959273	0.33958031039661	937	364	9523	26960000	411
20220929 121811	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	115	TRUE	113111	0.0287213359092432	0.365778259053788	549	328	9536	26930000	412
20220929 122010	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	392	TRUE	113111	0.0328784647602759	0.330187405039311	203	173	8705	25790000	413
20220929 122147	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	123	TRUE	113111	0.0264685678089924	0.351476211476278	597	263	9431	26660000	414
20220929 122511	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	340	TRUE	113111	0.0103761969546568	0.360452324437413	927	151	8008	26790000	415
20220929 122636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	172	TRUE	113111	0.0270516918814723	0.303721341547831	883	271	8969	26870000	416
20220929 122827	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	319	TRUE	113111	0.0225597144002429	0.349210366020098	331	80	8971	26780000	417
20220929 123033	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	217	TRUE	113111	0.0195167683970157	0.277343282065885	209	195	9193	25940000	418
20220929 123307	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	579	TRUE	113111	0.0344327307185992	0.397943959096565	62	157	9416	26290000	419
20220929 123409	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	90	TRUE	113111	0.0328695841627059	0.386205331683254	1537	90	9417	26610000	420
20220929 123514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	193	TRUE	113111	0.034608213295847	0.306717113335774	3172	207	9137	26210000	421
20220929 123626	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	84	TRUE	113111	0.0340228404700102	0.413140459605993	676	313	9421	26600000	422
20220929 124005	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	479	TRUE	113111	0.00870512687388161	0.441618810596339	3129	40	8429	26190000	423
20220929 124143	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	113111	0.0214382548001485	0.398290002560677	1548	469	9130	26540000	424
20220929 124241	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	89	TRUE	113111	0.0401760273836423	0.392910162056298	2036	342	9033	26660000	425
20220929 124352	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	135	TRUE	113111	0.0342429865712393	0.40706216295367	1049	176	8466	26430000	426
20220929 124514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	183	TRUE	113111	0.0257688680747227	0.31700774717288	1748	370	9111	26660000	427
20220929 124822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	577	TRUE	113111	0.00955178127696828	0.261351310572317	3988	145	8781	26360000	428
20220929 125049	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	312	TRUE	113111	0.0118751594955455	0.347061899754439	3341	150	8564	2.6e+07	429
20220929 125219	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	215	TRUE	113111	0.0193322124186036	0.380811778628631	2471	16	8756	26570000	430
20220929 125915	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	712	TRUE	113111	0.00629526254631569	0.447729964701781	512	171	9223	26680000	431
20220929 130002	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	91	TRUE	113111	0.0532742431320412	0.292332551706101	1265	212	9263	2.7e+07	432
20220929 130319	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	266	TRUE	113111	0.00932221092599967	0.583304805245122	510	84	8154	26180000	433
20220929 130435	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	88	TRUE	113111	0.0293481329261039	0.552064896299003	742	76	9349	26830000	434
20220929 130535	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	113111	0.0399811654414231	0.549107040658453	1097	71	10026	26270000	435
20220929 130633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	173	TRUE	113111	0.0512405812554474	0.355653872933656	1494	181	10357	26970000	436
20220929 130719	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	115	TRUE	113111	0.0604913184478082	0.358211039695918	1885	172	9917	25930000	437
20220929 130824	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	120	TRUE	113111	0.0357756580036016	0.38063221084458	1297	394	8202	26720000	438
20220929 130932	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	96	TRUE	113111	0.0331387867168314	0.398844347399677	853	152	8288	26710000	439
20220929 131105	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	158	TRUE	113111	0.0236996599692805	0.305032999496766	893	196	8163	26960000	440
20220929 131717	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1136	TRUE	113111	0.00503932276595147	0.320541120670927	1938	32	9191	26820000	441
20220929 132102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	595	TRUE	113111	0.00822139058920779	0.469015150633043	706	16	8839	26810000	442
20220929 132941	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1727	TRUE	113111	0.00539224290993663	0.427839458267405	174	84	7729	26310000	443
20220929 133122	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	289	TRUE	113111	0.0181217560280118	0.256422447254594	1062	18	9236	27130000	444
20220929 133231	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	195	TRUE	113111	0.0348146281356813	0.382821124635444	2189	228	9579	26690000	445
20220929 133317	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	83	TRUE	113111	0.0418449501687145	0.379883390428102	2655	324	8633	26020000	446
