cp	min_split	minbucket	max_depth	ganancia_promedio
0.25	18	6	24	0
0.25	15	5	24	0
0.25	13	4.333333	24	0
0.25	11	3.666667	24	0
0.25	10	3.333333	24	0
0.25	200	66.66667	28	0
0.25	100	33.33333	28	0
0.25	50	16.66667	28	0
0.25	25	8.333333	28	0
0.25	23	7.666667	28	0
0.25	21	7	28	0
0.25	20	6.666667	28	0
0.25	19	6.333333	28	0
0.25	18	6	28	0
0.25	15	5	28	0
0.25	13	4.333333	28	0
0.25	11	3.666667	28	0
0.25	10	3.333333	28	0
0.25	200	66.66667	30	0
0.25	100	33.33333	30	0
0.25	50	16.66667	30	0
0.25	25	8.333333	30	0
0.25	23	7.666667	30	0
0.25	21	7	30	0
0.25	20	6.666667	30	0
0.25	19	6.333333	30	0
0.25	18	6	30	0
0.25	15	5	30	0
0.25	13	4.333333	30	0
0.25	11	3.666667	30	0
0.25	10	3.333333	30	0
0.25	200	66.66667	32	0
0.25	100	33.33333	32	0
0.25	50	16.66667	32	0
0.25	25	8.333333	32	0
0.25	23	7.666667	32	0
0.25	21	7	32	0
0.25	20	6.666667	32	0
0.25	19	6.333333	32	0
0.25	18	6	32	0
0.25	15	5	32	0
0.25	13	4.333333	32	0
0.25	11	3.666667	32	0
0.25	10	3.333333	32	0
0.25	200	66.66667	34	0
0.25	100	33.33333	34	0
0.25	50	16.66667	34	0
0.25	25	8.333333	34	0
0.25	23	7.666667	34	0
0.25	21	7	34	0
0.25	20	6.666667	34	0
0.25	19	6.333333	34	0
0.25	18	6	34	0
0.25	15	5	34	0
0.25	13	4.333333	34	0
0.25	11	3.666667	34	0
0.25	10	3.333333	34	0
0.25	200	66.66667	36	0
0.25	100	33.33333	36	0
0.25	50	16.66667	36	0
0.25	25	8.333333	36	0
0.25	23	7.666667	36	0
0.25	21	7	36	0
0.25	20	6.666667	36	0
0.25	19	6.333333	36	0
0.25	18	6	36	0
0.25	15	5	36	0
0.25	13	4.333333	36	0
0.25	11	3.666667	36	0
0.25	10	3.333333	36	0
0.5	200	66.66667	6	0
0.5	100	33.33333	6	0
0.5	50	16.66667	6	0
0.5	25	8.333333	6	0
0.5	23	7.666667	6	0
0.5	21	7	6	0
0.5	20	6.666667	6	0
0.5	19	6.333333	6	0
0.5	18	6	6	0
0.5	15	5	6	0
0.5	13	4.333333	6	0
0.5	11	3.666667	6	0
0.5	10	3.333333	6	0
0.5	200	66.66667	8	0
0.5	100	33.33333	8	0
0.5	50	16.66667	8	0
0.5	25	8.333333	8	0
0.5	23	7.666667	8	0
0.5	21	7	8	0
0.5	20	6.666667	8	0
0.5	19	6.333333	8	0
0.5	18	6	8	0
0.5	15	5	8	0
0.5	13	4.333333	8	0
0.5	11	3.666667	8	0
0.5	10	3.333333	8	0
0.5	200	66.66667	12	0
0.5	100	33.33333	12	0
0.5	50	16.66667	12	0
0.5	25	8.333333	12	0
0.5	23	7.666667	12	0
0.5	21	7	12	0
0.5	20	6.666667	12	0
0.5	19	6.333333	12	0
0.5	18	6	12	0
0.5	15	5	12	0
0.5	13	4.333333	12	0
0.5	11	3.666667	12	0
0.5	10	3.333333	12	0
0.5	200	66.66667	16	0
0.5	100	33.33333	16	0
0.5	50	16.66667	16	0
0.5	25	8.333333	16	0
0.5	23	7.666667	16	0
0.5	21	7	16	0
0.5	20	6.666667	16	0
0.5	19	6.333333	16	0
0.5	18	6	16	0
0.5	15	5	16	0
0.5	13	4.333333	16	0
0.5	11	3.666667	16	0
0.5	10	3.333333	16	0
0.5	200	66.66667	20	0
0.5	100	33.33333	20	0
0.5	50	16.66667	20	0
0.5	25	8.333333	20	0
0.5	23	7.666667	20	0
0.5	21	7	20	0
0.5	20	6.666667	20	0
0.5	19	6.333333	20	0
0.5	18	6	20	0
0.5	15	5	20	0
0.5	13	4.333333	20	0
0.5	11	3.666667	20	0
0.5	10	3.333333	20	0
0.5	200	66.66667	24	0
0.5	100	33.33333	24	0
0.5	50	16.66667	24	0
0.5	25	8.333333	24	0
0.5	23	7.666667	24	0
0.5	21	7	24	0
0.5	20	6.666667	24	0
0.5	19	6.333333	24	0
0.5	18	6	24	0
0.5	15	5	24	0
0.5	13	4.333333	24	0
0.5	11	3.666667	24	0
0.5	10	3.333333	24	0
0.5	200	66.66667	28	0
0.5	100	33.33333	28	0
0.5	50	16.66667	28	0
0.5	25	8.333333	28	0
0.5	23	7.666667	28	0
0.5	21	7	28	0
0.5	20	6.666667	28	0
0.5	19	6.333333	28	0
0.5	18	6	28	0
0.5	15	5	28	0
0.5	13	4.333333	28	0
0.5	11	3.666667	28	0
0.5	10	3.333333	28	0
0.5	200	66.66667	30	0
0.5	100	33.33333	30	0
0.5	50	16.66667	30	0
0.5	25	8.333333	30	0
0.5	23	7.666667	30	0
0.5	21	7	30	0
0.5	20	6.666667	30	0
0.5	19	6.333333	30	0
0.5	18	6	30	0
0.5	15	5	30	0
0.5	13	4.333333	30	0
0.5	11	3.666667	30	0
0.5	10	3.333333	30	0
0.5	200	66.66667	32	0
0.5	100	33.33333	32	0
0.5	50	16.66667	32	0
0.5	25	8.333333	32	0
0.5	23	7.666667	32	0
0.5	21	7	32	0
0.5	20	6.666667	32	0
0.5	19	6.333333	32	0
0.5	18	6	32	0
0.5	15	5	32	0
0.5	13	4.333333	32	0
0.5	11	3.666667	32	0
0.5	10	3.333333	32	0
0.5	200	66.66667	34	0
0.5	100	33.33333	34	0
0.5	50	16.66667	34	0
0.5	25	8.333333	34	0
0.5	23	7.666667	34	0
0.5	21	7	34	0
0.5	20	6.666667	34	0
0.5	19	6.333333	34	0
0.5	18	6	34	0
0.5	15	5	34	0
0.5	13	4.333333	34	0
0.5	11	3.666667	34	0
0.5	10	3.333333	34	0
0.5	200	66.66667	36	0
0.5	100	33.33333	36	0
0.5	50	16.66667	36	0
0.5	25	8.333333	36	0
0.5	23	7.666667	36	0
0.5	21	7	36	0
0.5	20	6.666667	36	0
0.5	19	6.333333	36	0
0.5	18	6	36	0
0.5	15	5	36	0
0.5	13	4.333333	36	0
0.5	11	3.666667	36	0
0.5	10	3.333333	36	0
0.75	200	66.66667	6	0
0.75	100	33.33333	6	0
0.75	50	16.66667	6	0
0.75	25	8.333333	6	0
0.75	23	7.666667	6	0
0.75	21	7	6	0
0.75	20	6.666667	6	0
0.75	19	6.333333	6	0
0.75	18	6	6	0
0.75	15	5	6	0
0.75	13	4.333333	6	0
0.75	11	3.666667	6	0
0.75	10	3.333333	6	0
0.75	200	66.66667	8	0
0.75	100	33.33333	8	0
0.75	50	16.66667	8	0
0.75	25	8.333333	8	0
0.75	23	7.666667	8	0
0.75	21	7	8	0
0.75	20	6.666667	8	0
0.75	19	6.333333	8	0
0.75	18	6	8	0
0.75	15	5	8	0
0.75	13	4.333333	8	0
0.75	11	3.666667	8	0
0.75	10	3.333333	8	0
0.75	200	66.66667	12	0
0.75	100	33.33333	12	0
0.75	50	16.66667	12	0
0.75	25	8.333333	12	0
0.75	23	7.666667	12	0
0.75	21	7	12	0
0.75	20	6.666667	12	0
0.75	19	6.333333	12	0
0.75	18	6	12	0
0.75	15	5	12	0
0.75	13	4.333333	12	0
0.75	11	3.666667	12	0
0.75	10	3.333333	12	0
0.75	200	66.66667	16	0
0.75	100	33.33333	16	0
0.75	50	16.66667	16	0
0.75	25	8.333333	16	0
0.75	23	7.666667	16	0
0.75	21	7	16	0
0.75	20	6.666667	16	0
0.75	19	6.333333	16	0
0.75	18	6	16	0
0.75	15	5	16	0
0.75	13	4.333333	16	0
0.75	11	3.666667	16	0
0.75	10	3.333333	16	0
0.75	200	66.66667	20	0
0.75	100	33.33333	20	0
0.75	50	16.66667	20	0
0.75	25	8.333333	20	0
0.75	23	7.666667	20	0
0.75	21	7	20	0
0.75	20	6.666667	20	0
0.75	19	6.333333	20	0
0.75	18	6	20	0
0.75	15	5	20	0
0.75	13	4.333333	20	0
0.75	11	3.666667	20	0
0.75	10	3.333333	20	0
0.75	200	66.66667	24	0
0.75	100	33.33333	24	0
0.75	50	16.66667	24	0
0.75	25	8.333333	24	0
0.75	23	7.666667	24	0
0.75	21	7	24	0
0.75	20	6.666667	24	0
0.75	19	6.333333	24	0
0.75	18	6	24	0
0.75	15	5	24	0
0.75	13	4.333333	24	0
0.75	11	3.666667	24	0
0.75	10	3.333333	24	0
0.75	200	66.66667	28	0
0.75	100	33.33333	28	0
0.75	50	16.66667	28	0
0.75	25	8.333333	28	0
0.75	23	7.666667	28	0
0.75	21	7	28	0
0.75	20	6.666667	28	0
0.75	19	6.333333	28	0
0.75	18	6	28	0
0.75	15	5	28	0
0.75	13	4.333333	28	0
0.75	11	3.666667	28	0
0.75	10	3.333333	28	0
0.75	200	66.66667	30	0
0.75	100	33.33333	30	0
0.75	50	16.66667	30	0
0.75	25	8.333333	30	0
0.75	23	7.666667	30	0
0.75	21	7	30	0
0.75	20	6.666667	30	0
0.75	19	6.333333	30	0
0.75	18	6	30	0
0.75	15	5	30	0
0.75	13	4.333333	30	0
0.75	11	3.666667	30	0
0.75	10	3.333333	30	0
0.75	200	66.66667	32	0
0.75	100	33.33333	32	0
0.75	50	16.66667	32	0
0.75	25	8.333333	32	0
0.75	23	7.666667	32	0
0.75	21	7	32	0
0.75	20	6.666667	32	0
0.75	19	6.333333	32	0
0.75	18	6	32	0
0.75	15	5	32	0
0.75	13	4.333333	32	0
0.75	11	3.666667	32	0
0.75	10	3.333333	32	0
0.75	200	66.66667	34	0
0.75	100	33.33333	34	0
0.75	50	16.66667	34	0
0.75	25	8.333333	34	0
0.75	23	7.666667	34	0
0.75	21	7	34	0
0.75	20	6.666667	34	0
0.75	19	6.333333	34	0
0.75	18	6	34	0
0.75	15	5	34	0
0.75	13	4.333333	34	0
0.75	11	3.666667	34	0
0.75	10	3.333333	34	0
0.75	200	66.66667	36	0
0.75	100	33.33333	36	0
0.75	50	16.66667	36	0
0.75	25	8.333333	36	0
0.75	23	7.666667	36	0
0.75	21	7	36	0
0.75	20	6.666667	36	0
0.75	19	6.333333	36	0
0.75	18	6	36	0
0.75	15	5	36	0
0.75	13	4.333333	36	0
0.75	11	3.666667	36	0
0.75	10	3.333333	36	0
0.9	200	66.66667	6	0
0.9	100	33.33333	6	0
0.9	50	16.66667	6	0
0.9	25	8.333333	6	0
0.9	23	7.666667	6	0
0.9	21	7	6	0
0.9	20	6.666667	6	0
0.9	19	6.333333	6	0
0.9	18	6	6	0
0.9	15	5	6	0
0.9	13	4.333333	6	0
0.9	11	3.666667	6	0
0.9	10	3.333333	6	0
0.9	200	66.66667	8	0
0.9	100	33.33333	8	0
0.9	50	16.66667	8	0
0.9	25	8.333333	8	0
0.9	23	7.666667	8	0
0.9	21	7	8	0
0.9	20	6.666667	8	0
0.9	19	6.333333	8	0
0.9	18	6	8	0
0.9	15	5	8	0
0.9	13	4.333333	8	0
0.9	11	3.666667	8	0
0.9	10	3.333333	8	0
0.9	200	66.66667	12	0
0.9	100	33.33333	12	0
0.9	50	16.66667	12	0
0.9	25	8.333333	12	0
0.9	23	7.666667	12	0
0.9	21	7	12	0
0.9	20	6.666667	12	0
0.9	19	6.333333	12	0
0.9	18	6	12	0
0.9	15	5	12	0
0.9	13	4.333333	12	0
0.9	11	3.666667	12	0
0.9	10	3.333333	12	0
0.9	200	66.66667	16	0
0.9	100	33.33333	16	0
0.9	50	16.66667	16	0
0.9	25	8.333333	16	0
0.9	23	7.666667	16	0
0.9	21	7	16	0
0.9	20	6.666667	16	0
0.9	19	6.333333	16	0
0.9	18	6	16	0
0.9	15	5	16	0
0.9	13	4.333333	16	0
0.9	11	3.666667	16	0
0.9	10	3.333333	16	0
0.9	200	66.66667	20	0
0.9	100	33.33333	20	0
0.9	50	16.66667	20	0
0.9	25	8.333333	20	0
0.9	23	7.666667	20	0
0.9	21	7	20	0
0.9	20	6.666667	20	0
0.9	19	6.333333	20	0
0.9	18	6	20	0
0.9	15	5	20	0
0.9	13	4.333333	20	0
0.9	11	3.666667	20	0
0.9	10	3.333333	20	0
0.9	200	66.66667	24	0
0.9	100	33.33333	24	0
0.9	50	16.66667	24	0
0.9	25	8.333333	24	0
0.9	23	7.666667	24	0
0.9	21	7	24	0
0.9	20	6.666667	24	0
0.9	19	6.333333	24	0
0.9	18	6	24	0
0.9	15	5	24	0
0.9	13	4.333333	24	0
0.9	11	3.666667	24	0
0.9	10	3.333333	24	0
0.9	200	66.66667	28	0
0.9	100	33.33333	28	0
0.9	50	16.66667	28	0
0.9	25	8.333333	28	0
0.9	23	7.666667	28	0
0.9	21	7	28	0
0.9	20	6.666667	28	0
0.9	19	6.333333	28	0
0.9	18	6	28	0
0.9	15	5	28	0
0.9	13	4.333333	28	0
0.9	11	3.666667	28	0
0.9	10	3.333333	28	0
0.9	200	66.66667	30	0
0.9	100	33.33333	30	0
0.9	50	16.66667	30	0
0.9	25	8.333333	30	0
0.9	23	7.666667	30	0
0.9	21	7	30	0
0.9	20	6.666667	30	0
0.9	19	6.333333	30	0
0.9	18	6	30	0
0.9	15	5	30	0
0.9	13	4.333333	30	0
0.9	11	3.666667	30	0
0.9	10	3.333333	30	0
0.9	200	66.66667	32	0
0.9	100	33.33333	32	0
0.9	50	16.66667	32	0
0.9	25	8.333333	32	0
0.9	23	7.666667	32	0
0.9	21	7	32	0
0.9	20	6.666667	32	0
0.9	19	6.333333	32	0
0.9	18	6	32	0
0.9	15	5	32	0
0.9	13	4.333333	32	0
0.9	11	3.666667	32	0
0.9	10	3.333333	32	0
0.9	200	66.66667	34	0
0.9	100	33.33333	34	0
0.9	50	16.66667	34	0
0.9	25	8.333333	34	0
0.9	23	7.666667	34	0
0.9	21	7	34	0
0.9	20	6.666667	34	0
0.9	19	6.333333	34	0
0.9	18	6	34	0
0.9	15	5	34	0
0.9	13	4.333333	34	0
0.9	11	3.666667	34	0
0.9	10	3.333333	34	0
0.9	200	66.66667	36	0
0.9	100	33.33333	36	0
0.9	50	16.66667	36	0
0.9	25	8.333333	36	0
0.9	23	7.666667	36	0
0.9	21	7	36	0
0.9	20	6.666667	36	0
0.9	19	6.333333	36	0
0.9	18	6	36	0
0.9	15	5	36	0
0.9	13	4.333333	36	0
0.9	11	3.666667	36	0
0.9	10	3.333333	36	0
